,Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU)
423,9/6/14,4808,0.00,103.10,77.30,1.00,442.00,
424,10/6/14,5067,57.00,111.50,84.40,-0.70,212.00,
425,11/6/14,5259,0.00,111.10,81.90,-0.50,339.00,
426,12/6/14,5327,43.00,113.40,78.60,-0.20,196.00,
427,13/06/14,5203,0.00,107.20,75.50,-1.10,383.00,
428,14/06/14,4745,0.00,96.40,76.80,-4.60,182.00,
429,15/06/14,4344,0.00,92.40,74.80,-4.20,253.00,
430,16/06/14,4479,0.00,90.70,73.30,-4.40,159.00,
431,17/06/14,5163,0.00,107.20,83.50,0.30,274.00,
432,18/06/14,5390,0.00,114.40,84.80,0.50,250.00,
433,19/06/14,5448,0.00,117.40,85.40,-0.60,256.00,
434,20/06/14,5434,12.00,113.20,82.60,-3.40,228.00,
435,21/06/14,5490,20.00,116.70,87.80,-4.40,160.00,
436,22/06/14,5146,249.00,112.60,88.40,-5.30,185.00,
437,23/06/14,5029,0.00,108.60,79.40,-2.30,219.00,
438,24/06/14,5125,5.00,107.70,83.40,-5.30,10.00,
439,25/06/14,5194,0.00,107.30,80.50,-5.10,32.00,
440,26/06/14,5003,0.00,105.30,76.80,-2.20,714.00,
441,27/06/14,5212,0.00,109.10,79.30,-2.10,311.00,
442,28/06/14,5298,0.00,110.90,83.40,-2.90,271.00,
443,29/06/14,5133,0.00,109.60,81.00,-2.60,790.00,
444,30/06/14,4951,0.00,104.70,75.50,-0.10,199.00,
445,1/7/14,5273,0.00,110.10,79.30,-0.90,186.00,
446,2/7/14,5176,0.00,110.50,77.90,-0.90,258.00,
447,3/7/14,4794,0.00,101.30,74.80,-5.50,109.00,
448,4/7/14,4558,12.00,99.20,73.20,-5.30,37.00,
449,5/7/14,5037,0.00,103.20,74.50,-2.20,173.00,
450,6/7/14,5003,7.00,106.10,77.70,-1.70,262.00,
451,7/7/14,4730,0.00,97.10,71.10,-3.90,156.00,
452,8/7/14,5252,11.00,107.90,80.10,-2.80,157.00,
453,9/7/14,5411,0.00,110.50,83.90,-0.60,233.00,
454,10/7/14,5578,0.00,114.40,86.30,-3.40,77.00,
455,11/7/14,5749,0.00,119.30,87.40,-1.50,217.00,
456,12/7/14,5778,0.00,121.60,89.30,-0.50,300.00,
457,13/07/14,5521,0.00,115.40,90.40,-1.70,181.00,
458,14/07/14,5318,0.00,111.00,82.20,-0.40,564.00,
459,15/07/14,5655,0.00,117.80,88.10,-3.70,51.00,
460,16/07/14,5852,58.00,121.40,88.40,-1.90,324.00,
461,17/07/14,5610,3.00,112.40,84.80,-1.80,425.00,
462,18/07/14,5411,0.00,111.90,81.90,-3.20,143.00,
463,19/07/14,4571,0.00,100.20,80.60,-2.80,127.00,
464,20/07/14,4643,0.00,97.90,77.10,-1.70,182.00,
465,21/07/14,4818,4.00,97.30,74.70,-0.50,296.00,
466,22/07/14,5308,0.00,107.20,79.40,0.20,389.00,
467,23/07/14,5216,32.00,111.20,81.00,-1.50,282.00,
468,24/07/14,4988,-3.00,107.40,76.40,-1.50,218.00,
469,25/07/14,4896,3.00,102.80,75.20,-2.60,99.00,
470,26/07/14,4841,0.00,100.30,71.10,-0.80,276.00,
471,27/07/14,5032,3.00,103.80,72.10,1.00,365.00,
472,28/07/14,4951,0.00,99.70,69.40,1.80,393.00,
473,29/07/14,4880,-2.00,105.00,77.90,0.40,272.00,
474,30/07/14,4501,0.00,95.90,73.00,-2.10,228.00,
475,31/07/14,4941,3.00,103.50,75.50,0.50,284.00,
476,1/8/14,5159,5.00,108.00,80.30,-0.50,341.00,
477,2/8/14,5280,21.00,109.50,81.30,-0.20,204.00,
478,3/8/14,4924,0.00,108.40,76.60,-0.10,238.00,
479,4/8/14,4811,0.00,98.20,70.70,-0.90,101.00,
480,5/8/14,5106,-7.00,104.70,77.80,0.20,363.00,
481,6/8/14,4936,0.00,95.60,78.50,-1.10,140.00,
482,7/8/14,5074,0.00,105.80,80.80,0.50,279.00,
483,8/8/14,4961,-2.00,104.90,79.00,-0.10,294.00,
484,9/8/14,4883,7.00,104.90,80.90,-2.30,148.00,
485,10/8/14,4772,0.00,101.60,78.90,0.10,303.00,
486,11/8/14,4476,0.00,88.80,71.50,-3.40,324.00,
487,12/8/14,4768,133.00,98.90,76.40,-1.00,243.00,
488,13/08/14,5171,0.00,106.30,79.20,1.70,359.00,
489,14/08/14,5221,3.00,107.00,81.30,0.10,269.00,
490,15/08/14,5152,0.00,106.00,81.90,-1.30,236.00,
491,16/08/14,4442,0.00,85.80,64.50,-1.60,418.00,
492,17/08/14,4621,0.00,95.70,72.70,-1.00,242.00,
493,18/08/14,4538,0.00,90.60,67.30,-1.80,202.00,
494,19/08/14,4903,26.00,99.40,73.00,0.80,209.00,
495,20/08/14,5128,144.00,108.40,79.10,1.00,282.00,
496,21/08/14,5245,101.00,110.70,79.90,-0.60,256.00,
497,22/08/14,5150,120.00,110.40,80.20,-1.90,225.00,
498,23/08/14,5301,61.00,110.70,80.10,0.60,431.00,
499,24/08/14,5249,0.00,110.70,80.20,1.20,356.00,
500,25/08/14,5210,3.00,107.50,77.10,1.90,318.00,
501,26/08/14,5421,3.00,114.30,82.90,1.40,374.00,
502,27/08/14,5354,147.00,115.00,83.80,1.30,304.00,
503,28/08/14,5463,97.00,115.40,84.10,0.80,313.00,
504,29/08/14,5113,21.00,109.90,82.30,-1.70,183.00,
505,30/08/14,4943,59.00,105.10,79.40,-0.70,233.00,
506,31/08/14,4601,0.00,98.80,75.40,-2.90,137.00,
507,1/9/14,4255,0.00,87.20,67.30,-3.30,200.00,
508,2/9/14,4447,0.00,93.60,71.30,-0.30,316.00,
509,3/9/14,4402,12.00,94.10,69.10,-0.20,211.00,
510,4/9/14,4383,0.00,92.30,67.30,1.00,277.00,
511,5/9/14,4347,0.00,91.40,68.30,-1.00,304.00,
512,6/9/14,4294,5.00,87.00,64.70,-1.40,368.00,
513,7/9/14,4006,0.00,82.70,58.50,0.00,178.00,
514,8/9/14,4324,0.00,85.10,60.10,0.80,229.00,
515,9/9/14,4619,15.00,103.00,71.80,0.30,327.00,
516,10/9/14,4778,13.00,122.00,76.80,0.10,208.00,
517,11/9/14,4606,137.00,99.00,74.50,1.20,293.00,
518,12/9/14,4207,20.00,92.10,70.30,-0.30,431.00,
519,13/09/14,4150,161.00,91.40,65.30,3.60,442.00,
520,14/09/14,4237,0.00,89.10,66.50,1.10,303.00,
521,15/09/14,3903,0.00,86.20,62.10,1.50,187.00,
522,16/09/14,4474,0.00,91.70,67.60,0.30,227.00,
523,17/09/14,4444,190.00,97.30,67.60,4.50,481.00,
524,18/09/14,4720,0.00,100.30,69.80,2.60,319.00,
525,19/09/14,4845,0.00,101.40,73.50,1.20,232.00,
526,20/09/14,4760,0.00,101.70,75.00,0.10,344.00,
527,21/09/14,4685,0.00,99.10,71.90,0.10,248.00,
528,22/09/14,4525,1.00,92.60,69.20,-0.70,141.00,
529,23/09/14,4760,0.00,97.80,75.00,-1.00,214.00,
530,24/09/14,4539,0.00,96.00,70.50,-0.50,231.00,
531,25/09/14,4577,2.00,95.40,66.10,1.20,346.00,
532,26/09/14,4482,0.00,97.30,67.50,0.80,295.00,
533,27/09/14,4493,0.00,97.30,70.10,1.90,380.00,
534,28/09/14,4353,0.00,85.90,70.60,-2.30,117.00,
535,29/09/14,4361,0.00,88.60,66.00,-2.20,60.00,
536,30/09/14,4465,38.00,87.80,71.40,-1.70,118.00,
537,1/10/14,4518,0.00,96.40,70.60,0.30,295.00,
538,2/10/14,4448,0.00,95.90,70.10,1.00,275.00,
539,3/10/14,4117,0.00,85.50,58.40,0.00,0.00,
540,4/10/14,4025,0.00,83.50,56.10,0.50,223.00,
541,5/10/14,4317,0.00,90.30,61.80,1.10,366.00,
542,6/10/14,4260,0.00,89.60,62.10,0.70,158.00,
543,7/10/14,4449,0.00,91.80,64.80,0.50,432.00,
544,8/10/14,4536,0.00,97.70,68.40,2.00,245.00,
545,9/10/14,4321,0.00,82.80,60.30,1.20,339.00,
546,10/10/14,4164,35.00,87.30,59.70,-1.90,178.00,
547,11/10/14,4045,0.00,87.70,57.50,-0.60,255.00,
548,12/10/14,3840,0.00,80.60,52.00,-2.50,177.00,
549,13/10/14,3526,0.00,75.10,47.40,-2.40,53.00,
550,14/10/14,3865,0.00,81.70,51.00,0.20,252.00,
551,15/10/14,3722,0.00,77.70,48.10,-0.50,310.00,
552,16/10/14,3742,9.00,73.80,46.40,-1.30,299.00,
553,17/10/14,3591,0.00,70.40,45.20,-3.30,52.00,
554,18/10/14,3624,0.00,70.20,43.20,-1.10,275.00,
555,19/10/14,3360,13.00,68.40,40.10,0.60,270.00,
556,20/10/14,3138,1.00,62.10,36.30,-1.40,156.00,
557,21/10/14,3606,0.00,67.90,42.40,1.40,265.00,
558,22/10/14,3687,0.00,69.90,44.00,2.30,333.00,
559,23/10/14,3557,0.00,72.30,44.10,2.70,411.00,
560,24/10/14,3235,0.00,62.10,37.90,-0.40,411.00,
561,25/10/14,3134,0.00,62.30,38.30,-0.30,268.00,
562,26/10/14,3221,0.00,64.20,39.40,0.50,201.00,
563,27/10/14,3122,0.00,62.50,38.30,1.20,190.00,
564,28/10/14,3479,0.00,68.10,45.10,0.30,272.00,
565,29/10/14,3500,0.00,68.10,45.10,-0.10,288.00,
566,30/10/14,3276,80.00,60.00,44.50,0.00,300.00,
567,31/10/14,3485,0.00,68.70,44.50,0.80,313.00,
568,1/11/14,3461,0.00,66.50,43.70,-0.40,227.00,
569,2/11/14,3091,0.00,60.10,41.70,-3.10,230.00,
570,3/11/14,2981,0.00,56.20,35.10,-1.50,170.00,
571,4/11/14,3209,0.00,61.70,41.60,-3.70,0.00,
572,5/11/14,3159,0.00,59.70,40.30,-4.10,46.00,
573,6/11/14,3255,0.00,62.30,38.90,0.10,279.00,
574,7/11/14,3146,0.00,60.80,36.80,0.40,253.00,
575,8/11/14,3452,0.00,63.40,39.90,-0.10,148.00,
576,9/11/14,3194,0.00,61.50,39.70,-1.60,199.00,
577,10/11/14,3184,0.00,60.60,37.00,0.90,327.00,
578,11/11/14,3243,0.00,62.30,40.10,-0.60,358.00,
579,12/11/14,3204,1.00,59.90,42.40,-1.80,283.00,
580,13/11/14,3185,0.00,59.20,43.90,-1.90,120.00,
581,14/11/14,3113,0.00,57.60,39.40,-2.00,171.00,
582,15/11/14,3052,89.00,59.60,36.60,-0.30,199.00,
583,16/11/14,2934,15.00,54.90,35.70,-1.90,116.00,
584,17/11/14,2920,0.00,54.80,35.30,-0.80,83.00,
585,18/11/14,3080,0.00,60.00,38.50,-0.90,57.00,
586,19/11/14,3106,16.00,58.00,37.40,0.10,178.00,
587,20/11/14,3132,0.00,58.40,38.30,-0.60,108.00,
588,21/11/14,3181,3.00,58.50,38.90,-1.00,52.00,
589,22/11/14,3157,0.00,42.00,38.00,-0.20,91.00,
590,23/11/14,3019,0.00,57.10,36.80,-0.40,287.00,
591,24/11/14,3027,2.00,53.80,34.40,-0.90,121.00,
592,25/11/14,3122,0.00,58.30,37.80,-0.80,243.00,
593,26/11/14,3061,0.00,51.50,38.80,-1.00,332.00,
594,27/11/14,3156,0.00,58.60,39.30,-1.60,92.00,
595,28/11/14,3183,0.00,58.40,40.30,-1.00,194.00,
596,29/11/14,3228,0.00,59.90,41.60,0.20,174.00,
597,30/11/14,3093,0.00,57.90,39.80,-0.10,163.00,
598,1/12/14,3079,0.00,55.10,37.50,-0.60,303.00,
599,2/12/14,3020,0.00,57.40,40.00,-0.60,232.00,
600,3/12/14,2952,0.00,57.60,40.00,-0.30,267.00,
601,4/12/14,3290,52.00,59.70,41.30,0.40,243.00,
602,5/12/14,3042,0.00,58.60,40.20,0.10,243.00,
603,6/12/14,3225,6.00,58.50,41.50,-1.10,243.00,
604,7/12/14,3022,0.00,55.90,39.40,-1.80,243.00,
605,8/12/14,2937,0.00,52.20,37.60,-2.90,243.00,
606,9/12/14,3087,0.00,57.40,39.80,-0.70,243.00,
607,10/12/14,3074,0.00,59.30,41.00,-0.10,243.00,
608,11/12/14,3139,0.00,59.30,41.00,-0.10,243.00,
609,12/12/14,3093,57.00,54.20,40.00,0.90,243.00,
610,13/12/14,3161,23.00,58.70,40.00,0.90,243.00,
611,14/12/14,3234,83.00,58.50,39.20,1.80,243.00,
612,15/12/14,3238,0.00,54.60,38.60,-1.90,243.00,
613,16/12/14,3200,0.00,58.10,41.40,-1.40,243.00,
614,17/12/14,3209,58.00,59.60,41.70,0.40,243.00,
615,18/12/14,3387,30.00,61.80,43.10,1.40,243.00,
616,19/12/14,3435,0.00,63.40,44.10,0.90,301.00,
617,20/12/14,3599,132.00,66.10,48.20,1.40,362.00,
618,21/12/14,3585,0.00,64.00,45.10,0.40,222.00,
619,22/12/14,3549,0.00,63.00,43.80,0.60,318.00,
620,23/12/14,3781,0.00,67.80,47.50,1.20,253.00,
621,24/12/14,3875,22.00,69.70,48.60,-0.40,380.00,
622,25/12/14,3826,90.00,70.40,47.60,0.10,280.00,
623,26/12/14,3938,187.00,71.10,46.70,0.80,446.00,
624,27/12/14,4161,0.00,75.10,50.20,-3.40,252.00,
625,28/12/14,4161,0.00,74.70,46.00,0.80,340.00,
626,29/12/14,4150,0.00,69.50,46.30,1.00,490.00,
627,30/12/14,4192,18.00,71.80,48.40,-0.50,309.00,
628,31/12/14,3995,0.00,68.90,47.50,-2.30,220.00,
629,1/1/15,4129,0.00,67.20,46.50,-1.50,213.00,
630,2/1/15,4009,0.00,67.60,44.40,-0.80,368.00,
631,3/1/15,3597,109.00,65.20,42.50,-1.30,388.00,
632,4/1/15,3895,0.00,64.60,41.60,-1.80,223.00,
633,5/1/15,3627,0.00,61.30,38.00,-1.10,238.00,
634,6/1/15,3923,0.00,65.40,42.00,-0.30,277.00,
635,7/1/15,3932,0.00,66.40,41.50,0.70,345.00,
636,8/1/15,4119,5.00,69.70,43.00,1.30,433.00,
637,9/1/15,4106,0.00,70.70,40.50,0.40,266.00,
638,10/1/15,4331,0.00,65.20,41.50,0.60,342.00,
639,11/1/15,3937,0.00,67.00,41.70,-1.30,288.00,
640,12/1/15,3871,25.00,64.70,40.50,0.50,305.00,
641,13/01/15,4058,0.00,70.20,46.40,1.20,378.00,
642,14/01/15,4020,1.00,70.30,49.80,0.10,296.00,
643,15/01/15,4145,0.00,72.80,49.40,0.90,313.00,
644,16/01/15,4069,0.00,70.40,49.50,0.10,303.00,
645,17/01/15,4206,0.00,70.70,50.10,-0.10,208.00,
646,18/01/15,3882,0.00,66.10,47.00,-0.90,306.00,
647,19/01/15,3834,0.00,63.10,44.70,-1.40,261.00,
648,20/01/15,3936,0.00,66.90,47.50,0.30,319.00,
649,21/01/15,3903,0.00,69.60,46.30,0.40,286.00,
650,22/01/15,3990,0.00,69.50,46.60,-0.60,382.00,
651,23/01/15,3870,0.00,69.40,46.50,0.00,381.00,
652,24/01/15,4012,10.00,68.70,46.60,-0.10,268.00,
653,25/01/15,3899,0.00,66.10,48.20,0.50,320.00,
654,26/01/15,3693,5.00,61.50,44.30,0.20,280.00,
655,27/01/15,3095,0.00,55.80,37.60,-0.70,298.00,
656,28/01/15,3829,3.00,66.10,45.10,-0.60,240.00,
657,29/01/15,3860,0.00,67.30,48.80,-0.70,226.00,
658,30/01/15,3758,0.00,67.60,46.40,-0.50,252.00,
659,31/01/15,4003,0.00,68.50,47.80,-1.50,149.00,
660,1/2/15,3760,0.00,64.30,43.60,-1.00,178.00,
661,2/2/15,3693,5.00,54.80,42.60,-2.10,165.00,
662,3/2/15,3728,0.00,62.50,46.50,-2.20,218.00,
663,4/2/15,3738,0.00,63.80,46.80,-1.70,168.00,
664,5/2/15,3751,0.00,65.00,47.00,-0.90,269.00,
665,6/2/15,3699,0.00,60.00,45.70,-0.30,249.00,
666,7/2/15,3807,0.00,64.50,46.30,-0.30,251.00,
667,8/2/15,3142,0.00,53.30,39.30,-1.20,270.00,
668,9/2/15,3458,0.00,56.90,40.30,-1.10,218.00,
669,10/2/15,3475,0.00,60.40,43.70,-0.70,151.00,
670,11/2/15,3461,0.00,57.10,43.60,-0.10,186.00,
671,12/2/15,3481,0.00,61.10,43.90,-0.20,235.00,
672,13/02/15,3434,0.00,60.80,43.50,0.10,234.00,
673,14/02/15,3543,0.00,61.20,43.30,0.60,304.00,
674,15/02/15,3399,0.00,58.00,40.80,-0.10,198.00,
675,16/02/15,3274,32.00,54.00,39.00,-0.70,271.00,
676,17/02/15,3194,0.00,58.50,40.10,1.00,414.00,
677,18/02/15,3406,0.00,58.20,40.30,0.50,216.00,
678,19/02/15,3130,0.00,57.50,40.90,-0.60,163.00,
679,20/02/15,3157,19.00,59.20,44.30,0.70,329.00,
680,21/02/15,3330,0.00,60.70,42.90,0.70,327.00,
681,22/02/15,3058,0.00,57.70,39.90,0.60,331.00,
682,23/02/15,3075,0.00,56.10,39.00,-0.20,209.00,
683,24/02/15,3089,0.00,58.50,41.40,-0.10,250.00,
684,25/02/15,3177,40.00,59.70,42.10,0.50,218.00,
685,26/02/15,3276,0.00,60.70,43.60,-0.30,222.00,
686,27/02/15,3133,0.00,58.80,43.20,-1.80,118.00,
687,28/02/15,3221,59.00,59.10,42.00,-0.50,215.00,
688,1/3/15,3116,9.00,56.70,38.60,0.70,238.00,
689,2/3/15,2748,0.00,51.30,35.20,-0.90,276.00,
690,3/3/15,3059,0.00,54.90,40.80,1.50,318.00,
691,4/3/15,3237,106.00,58.20,42.40,0.50,206.00,
692,5/3/15,3342,0.00,56.00,42.00,0.00,204.00,
693,6/3/15,3296,0.00,55.80,39.80,-0.70,224.00,
694,7/3/15,2362,0.00,44.30,35.20,-0.30,296.00,
695,8/3/15,2784,0.00,48.70,39.10,0.00,269.00,
696,9/3/15,2997,42.00,51.10,39.80,1.70,385.00,
697,10/3/15,3105,0.00,55.60,40.90,1.90,194.00,
698,11/3/15,3203,0.00,56.50,38.20,1.80,292.00,
699,12/3/15,3219,0.00,57.30,39.60,0.10,199.00,
700,13/03/15,3186,0.00,57.20,39.00,0.30,265.00,
701,14/03/15,3290,0.00,58.80,39.50,1.20,240.00,
702,15/03/15,3116,0.00,55.70,37.10,1.70,446.00,
703,16/03/15,3048,0.00,53.70,35.40,0.70,307.00,
704,17/03/15,3155,0.00,56.60,38.70,-0.80,171.00,
705,18/03/15,3193,0.00,57.60,39.90,0.00,185.00,
706,19/03/15,3283,0.00,57.50,40.60,-0.20,200.00,
707,20/03/15,3211,0.00,58.60,41.10,0.10,220.00,
708,21/03/15,3276,21.00,59.90,40.90,3.90,407.00,
709,22/03/15,3002,56.00,58.10,45.30,2.30,259.00,
710,23/03/15,2880,0.00,55.50,40.40,-0.40,221.00,
711,24/03/15,3168,19.00,61.00,42.10,0.30,325.00,
712,25/03/15,3260,16.00,63.10,46.50,2.60,286.00,
713,26/03/15,3414,0.00,66.70,45.80,1.10,330.00,
714,27/03/15,3564,0.00,70.20,47.90,-0.10,182.00,
715,28/03/15,3522,0.00,69.10,48.70,-1.00,185.00,
716,29/03/15,3243,0.00,65.90,44.90,0.40,367.00,
717,30/03/15,2878,55.00,61.80,41.80,-1.00,450.00,
718,31/03/15,3220,1.00,62.10,44.70,-1.40,139.00,
719,1/4/15,3303,0.00,64.40,46.30,0.10,214.00,
720,2/4/15,3375,0.00,67.20,48.70,1.20,323.00,
721,3/4/15,3360,0.00,66.70,49.40,0.70,239.00,
722,4/4/15,3325,0.00,66.00,48.60,-0.20,125.00,
723,5/4/15,3053,0.00,60.70,45.50,-1.80,67.00,
724,6/4/15,2917,0.00,57.80,44.90,-1.00,125.00,
725,7/4/15,3270,1.00,69.20,50.20,1.70,359.00,
726,8/4/15,3243,0.00,65.00,48.50,0.20,138.00,
727,9/4/15,3324,0.00,66.30,50.10,-0.20,149.00,
728,10/4/15,3402,1.00,67.70,51.40,0.30,229.00,
729,11/4/15,3483,0.00,70.80,53.50,1.20,265.00,
730,12/4/15,3429,1.00,70.10,52.60,0.90,204.00,
731,13/04/15,3062,0.00,63.30,47.30,-0.10,155.00,
732,14/04/15,3332,0.00,68.00,52.80,0.00,190.00,
733,15/04/15,3385,0.00,68.20,51.50,0.00,264.00,
734,16/04/15,3519,1.00,72.80,56.00,0.60,165.00,
735,17/04/15,3579,6.00,72.50,56.90,-0.40,169.00,
736,18/04/15,3595,0.00,75.40,55.80,2.00,271.00,
737,19/04/15,3541,1.00,73.10,55.90,1.20,262.00,
738,20/04/15,3529,0.00,73.10,55.80,1.10,231.00,
739,21/04/15,3931,81.00,82.70,63.30,1.00,238.00,
740,22/04/15,4037,0.00,84.60,64.20,-0.50,110.00,
741,23/04/15,4055,2.00,85.70,61.60,-1.70,68.00,
742,24/04/15,4126,0.00,86.00,62.30,-0.20,223.00,
743,25/04/15,4355,0.00,88.20,62.80,0.70,251.00,
744,26/04/15,3900,0.00,85.30,60.80,-1.10,177.00,
745,27/04/15,3676,0.00,75.50,56.10,-3.80,177.00,
746,28/04/15,4112,0.00,84.10,60.50,0.10,240.00,
747,29/04/15,4232,21.00,86.00,63.70,0.20,160.00,
748,30/04/15,4281,0.00,88.90,64.80,1.20,206.00,
749,1/5/15,4442,0.00,91.50,67.50,0.30,196.00,
750,2/5/15,4302,0.00,88.20,67.70,0.60,297.00,
751,4/5/15,3955,45.00,81.90,61.30,-1.20,230.00,
752,5/5/15,4187,0.00,86.10,64.50,-0.20,142.00,
753,6/5/15,4539,0.00,92.50,70.20,0.20,179.00,
754,7/5/15,4683,0.00,95.20,73.80,0.00,210.00,
755,8/5/15,4928,0.00,97.40,74.60,-1.40,297.00,
756,9/5/15,5059,0.00,102.10,74.80,1.90,298.00,
757,10/5/15,4730,0.00,98.50,74.50,-0.20,245.00,
758,11/5/15,4813,0.00,97.10,75.60,0.00,245.00,
759,12/5/15,4929,0.00,102.30,75.90,-1.20,321.00,
760,13/05/15,5125,0.00,102.40,77.80,-1.30,154.00,
761,14/05/15,4948,0.00,94.30,72.00,-2.10,192.00,
762,15/05/15,4417,0.00,89.00,66.50,-2.80,22.00,
763,16/05/15,4311,0.00,90.30,67.80,-2.60,121.00,
764,17/05/15,4322,6.00,88.60,68.80,-2.10,129.00,
765,18/05/15,4503,0.00,87.80,68.30,-1.20,176.00,
766,19/05/15,5005,0.00,101.90,78.80,1.30,312.00,
767,20/05/15,4942,0.00,100.00,77.80,-1.40,201.00,
768,21/05/15,4763,2.00,95.80,76.60,-2.90,127.00,
769,22/05/15,4946,20.00,102.40,81.80,-3.00,127.00,
770,23/05/15,5007,65.00,104.50,83.20,-1.80,173.00,
771,24/05/15,4964,0.00,102.50,82.50,-2.70,55.00,
772,25/05/15,5011,11.00,100.40,79.50,-1.10,224.00,
773,26/05/15,5212,0.00,108.40,86.70,0.00,245.00,
774,27/05/15,5362,45.00,110.30,88.60,0.90,324.00,
775,28/05/15,5176,0.00,107.40,87.40,-2.80,223.00,
776,29/05/15,5274,0.00,107.70,85.10,-0.10,238.00,
777,30/05/15,5320,0.00,110.10,86.40,-0.80,219.00,
778,31/05/15,5171,0.00,106.10,85.10,-2.30,59.00,
779,1/6/15,5112,0.00,98.50,77.50,-1.30,293.00,
780,2/6/15,4829,0.00,96.40,79.10,-2.50,353.00,
781,3/6/15,4688,0.00,93.20,76.60,-2.10,164.00,
782,4/6/15,4189,0.00,85.40,72.60,-4.30,76.00,
783,5/6/15,4495,0.00,90.80,76.40,-1.80,155.00,
784,6/6/15,4693,0.00,97.10,82.00,-1.60,223.00,
785,7/6/15,4717,0.00,93.50,81.20,-2.40,136.00,
786,8/6/15,4995,0.00,95.90,78.40,-1.10,194.00,
787,9/6/15,5303,5.00,109.20,89.80,0.30,156.00,
788,10/6/15,5362,0.00,106.90,90.60,-2.30,95.00,
789,11/6/15,5710,0.00,115.20,91.60,0.30,331.00,
790,12/6/15,5624,1.00,115.20,92.60,-0.60,274.00,
791,13/06/15,5494,0.00,116.10,90.80,0.70,354.00,
792,14/06/15,5373,4.00,99.40,82.10,-3.70,286.00,
793,15/06/15,4447,0.00,80.90,70.90,-0.90,379.00,
794,16/06/15,4380,9.00,97.00,78.80,0.60,268.00,
795,17/06/15,4846,0.00,100.80,84.20,1.60,347.00,
796,18/06/15,5049,0.00,104.20,82.10,-0.60,179.00,
797,19/06/15,5311,6.00,110.40,88.60,-0.70,276.00,
798,20/06/15,5685,0.00,116.80,92.70,1.40,321.00,
799,21/06/15,5639,13.00,110.10,87.70,-0.80,645.00,
800,22/06/15,5145,0.00,94.60,74.70,-0.80,131.00,
801,23/06/15,5139,0.00,105.70,81.50,3.20,437.00,
802,24/06/15,5419,3.00,106.60,84.50,-0.10,234.00,
803,25/06/15,5122,0.00,104.30,82.50,-1.10,167.00,
804,26/06/15,4292,0.00,91.20,72.20,-1.10,181.00,
805,27/06/15,4775,0.00,95.80,76.70,-0.10,191.00,
806,28/06/15,4832,0.00,100.10,78.60,0.10,197.00,
807,29/06/15,5250,41.00,101.40,76.80,1.90,337.00,
808,30/06/15,5230,0.00,105.90,83.30,1.10,306.00,
809,1/7/15,5041,0.00,105.70,85.50,-2.50,105.00,
810,2/7/15,5228,0.00,105.40,84.80,-1.00,290.00,
811,3/7/15,5417,0.00,109.60,87.50,0.40,234.00,
812,5/7/15,5452,3.00,108.80,87.30,-0.30,145.00,
813,6/7/15,5580,8.00,108.90,86.00,0.00,281.00,
814,7/7/15,5420,0.00,104.90,83.90,-1.80,274.00,
815,8/7/15,4869,0.00,97.30,75.60,0.80,287.00,
816,9/7/15,5142,0.00,102.10,78.90,0.30,196.00,
817,10/7/15,4886,7.00,112.40,80.00,9.40,1245.00,
818,11/7/15,4675,0.00,94.40,73.30,-1.00,145.00,
819,12/7/15,3864,0.00,78.20,62.80,-3.00,124.00,
820,15/07/15,4782,12.00,95.70,78.90,-1.00,138.00,
821,16/07/15,5163,12.00,102.60,80.90,0.90,305.00,
822,17/07/15,5361,0.00,107.90,85.60,0.80,213.00,
823,18/07/15,5045,2.00,106.00,82.60,-0.30,131.00,
824,19/07/15,4889,0.00,96.00,76.20,-1.60,105.00,
825,20/07/15,4558,0.00,88.10,72.80,-1.40,167.00,
826,21/07/15,4639,0.00,94.60,84.20,-1.60,116.00,
827,22/07/15,4979,5.00,99.50,86.90,-1.40,140.00,
828,23/07/15,5079,0.00,105.30,88.40,0.90,392.00,
829,24/07/15,5194,11.00,106.40,89.30,0.40,312.00,
830,25/07/15,5229,2.00,107.30,89.10,-1.20,189.00,
831,26/07/15,5042,0.00,103.80,86.10,-0.80,204.00,
832,27/07/15,4864,0.00,94.40,82.10,-0.70,225.00,
833,28/07/15,4799,0.00,100.50,88.30,-1.50,234.00,
834,29/07/15,4487,59.00,96.70,85.30,-1.40,65.00,
835,30/07/15,4422,18.00,93.00,82.60,-2.10,86.00,
836,31/07/15,4422,0.00,94.10,82.40,-0.70,138.00,
837,1/8/15,4362,0.00,93.30,82.80,-1.30,80.00,
838,2/8/15,4708,0.00,89.90,80.10,-0.80,678.00,
839,3/8/15,4400,0.00,86.10,78.10,-1.30,148.00,
840,4/8/15,4922,0.00,99.00,86.20,0.20,174.00,
841,5/8/15,4990,140.00,107.60,89.60,-0.50,267.00,
842,6/8/15,4933,0.00,103.90,90.00,-0.50,185.00,
843,7/8/15,4845,0.00,101.80,88.80,-1.70,143.00,
844,8/8/15,4896,6.00,102.50,87.70,-0.40,188.00,
845,9/8/15,4379,0.00,93.10,81.20,-0.90,209.00,
846,10/8/15,4231,0.00,85.60,74.40,-1.20,120.00,
847,11/8/15,4603,83.00,96.30,85.90,0.40,268.00,
848,12/8/15,4646,0.00,97.50,87.20,-1.20,228.00,
