,Unnamed: 0,Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU)
1961,1961,2018-03-10,4164,0.0,83.7,54.7,-1.2,147.0,0.0
1962,1962,2018-04-10,4572,0.0,95.7,66.2,-0.8,130.0,0.2
1963,1963,2018-05-10,4612,0.0,98.7,66.5,-0.4,212.0,0.2
1964,1964,2018-06-10,4614,0.0,97.3,64.3,-1.0,98.0,0.0
1965,1965,2018-07-10,4188,0.0,91.9,63.2,-0.2,174.0,0.0
1966,1966,2018-08-10,3954,0.0,84.9,57.6,-0.2,127.0,0.0
1967,1967,2018-09-10,4321,0.0,91.5,63.3,-0.7,74.0,0.0
1968,1968,2018-10-10,4403,0.0,92.3,64.1,-0.9,71.0,0.0
1969,1969,2018-11-10,4559,0.0,94.3,65.0,-0.1,235.0,0.0
1970,1970,2018-12-10,4369,0.0,88.3,64.9,-1.2,75.0,0.1
1971,1971,2018-10-13,4049,0.0,81.9,58.1,-1.0,60.0,0.1
1972,1972,2018-10-14,3746,0.0,75.3,53.1,-1.5,83.0,0.1
1973,1973,2018-10-15,3450,0.0,70.7,46.9,-0.9,114.0,0.0
1974,1974,2018-10-16,3837,0.0,75.1,55.0,-1.2,140.0,0.0
1975,1975,2018-10-17,3966,0.0,79.6,60.9,0.1,133.0,0.0
1976,1976,2018-10-18,3970,0.0,80.9,62.9,0.3,160.0,0.0
1977,1977,2018-10-19,3986,0.0,80.4,63.1,-0.3,133.0,0.0
1978,1978,2018-10-20,3335,0.0,69.6,51.7,-1.3,83.0,0.0
1979,1979,2018-10-21,3651,0.0,71.4,56.5,-0.7,124.0,0.0
1980,1980,2018-10-22,3421,0.0,66.4,53.5,-0.9,85.0,0.0
1981,1981,2018-10-23,3652,0.0,72.8,57.6,-1.3,109.0,0.0
1982,1982,2018-10-24,3720,0.0,72.7,56.4,-0.9,74.0,0.0
1983,1983,2018-10-25,3761,0.0,73.8,55.1,0.1,177.0,0.0
1984,1984,2018-10-26,3752,0.0,73.5,55.9,-0.1,146.0,0.0
1985,1985,2018-10-27,3676,0.0,73.2,56.6,-0.5,149.0,0.0
1986,1986,2018-10-28,3450,0.0,68.9,52.5,-1.1,74.0,0.0
1987,1987,2018-10-29,3301,0.0,64.4,48.3,-0.4,200.0,0.1
1988,1988,2018-10-30,3582,0.0,69.7,50.9,0.1,225.0,0.0
1989,1989,2018-10-31,3664,0.0,71.8,53.2,-0.2,378.0,0.0
1990,1990,2018-01-11,3694,0.0,71.0,49.7,-0.3,132.0,0.0
1991,1991,2018-02-11,3660,0.0,71.3,47.6,0.3,178.0,0.0
1992,1992,2018-03-11,3646,0.0,71.7,48.6,-0.1,153.0,0.0
1993,1993,2018-04-11,3450,0.0,68.5,45.9,-0.3,207.0,0.0
1994,1994,2018-05-11,3222,0.0,64.6,42.4,-1.5,223.0,0.0
1995,1995,2018-06-11,3389,0.0,65.4,52.4,-1.5,113.0,0.0
1996,1996,2018-07-11,3332,0.0,63.0,52.8,-1.2,120.0,0.0
1997,1997,2018-08-11,2698,0.0,53.9,44.5,-1.3,96.0,0.0
1998,1998,2018-09-11,2609,0.0,50.4,41.3,-0.7,158.0,0.0
1999,1999,2018-10-11,3111,0.0,55.3,44.1,-0.3,158.0,0.0
2000,2000,2018-11-11,3012,0.0,57.3,45.9,0.2,228.0,0.0
2001,2001,2018-12-11,2932,0.0,55.5,45.2,-0.8,175.0,0.0
2002,2002,2018-11-13,3203,0.0,61.3,44.4,-0.2,154.0,0.0
2003,2003,2018-11-14,3308,0.0,59.7,44.6,-1.2,112.0,0.0
2004,2004,2018-11-15,3248,0.0,61.8,46.1,-0.3,212.0,0.0
2005,2005,2018-11-16,3292,0.0,62.5,46.7,-0.4,143.0,0.0
2006,2006,2018-11-17,3387,0.0,62.9,48.0,0.0,132.0,0.0
2007,2007,2018-11-18,3185,0.0,60.0,44.4,0.0,123.0,0.0
2008,2008,2018-11-19,3179,0.0,57.3,45.9,-0.5,208.0,0.0
2009,2009,2018-11-20,3254,0.0,61.0,47.2,-0.1,151.0,0.0
2010,2010,2018-11-21,3207,0.0,61.7,45.5,0.0,209.0,0.1
2011,2011,2018-11-22,3460,0.0,61.3,43.6,0.7,179.0,0.0
2012,2012,2018-11-23,3230,0.0,62.1,45.6,0.2,195.0,0.0
2013,2013,2018-11-24,3460,0.0,61.6,44.9,0.4,205.0,0.0
2014,2014,2018-11-25,3178,0.0,58.4,42.5,0.3,156.0,0.0
2015,2015,2018-11-26,3302,0.0,58.3,43.0,-0.8,133.0,0.0
2016,2016,2018-11-27,3318,0.0,60.9,45.5,-0.3,253.0,0.0
2017,2017,2018-11-28,3302,0.0,62.0,45.8,-0.2,161.0,0.0
2018,2018,2018-11-29,3309,0.0,62.5,46.1,-0.4,219.0,0.0
2019,2019,2018-11-30,3394,0.0,62.3,46.6,0.3,210.0,0.0
2020,2020,2018-01-12,3571,0.0,64.2,45.2,0.4,173.0,0.0
2021,2021,2018-02-12,3290,0.0,59.8,43.8,0.5,197.0,0.0
2022,2022,2018-03-12,3311,0.0,56.8,41.8,-0.2,120.0,0.0
2023,2023,2018-04-12,3350,0.0,61.6,46.1,-0.5,141.0,0.0
2024,2024,2018-05-12,3438,0.0,62.8,46.4,-0.3,153.0,0.0
2025,2025,2018-06-12,3437,0.0,63.8,46.8,0.1,221.0,0.0
2026,2026,2018-07-12,3521,0.0,64.4,46.2,1.6,345.0,0.0
2027,2027,2018-08-12,3594,0.0,63.5,47.4,0.4,225.0,0.0
2028,2028,2018-09-12,3538,0.0,61.9,46.3,0.5,152.0,0.0
2029,2029,2018-10-12,3509,0.0,59.3,43.3,-0.1,137.0,0.0
2030,2030,2018-11-12,3457,0.0,62.0,47.0,-0.2,227.0,0.0
2032,2032,2018-12-13,3608,0.0,64.0,48.1,-0.2,249.0,0.0
2033,2033,2018-12-14,3607,0.0,64.5,48.7,-0.2,223.0,0.0
2034,2034,2018-12-15,3707,54.0,65.3,49.2,0.0,216.0,0.1
2035,2035,2018-12-16,3637,0.0,61.6,46.7,0.1,205.0,0.0
2036,2036,2018-12-17,3696,0.0,60.2,45.0,-0.1,208.0,0.0
2037,2037,2018-12-18,3718,0.0,64.8,48.5,-0.2,212.0,0.0
2038,2038,2018-12-19,3756,0.0,65.0,49.6,0.1,199.0,0.0
2039,2039,2018-12-20,3696,0.0,67.3,50.5,-0.1,309.0,0.0
2040,2040,2018-12-21,3805,0.0,67.0,50.3,0.2,200.0,0.0
2041,2041,2018-12-22,4031,0.0,69.0,52.2,0.3,219.0,0.0
2042,2042,2018-12-23,3755,0.0,65.5,52.1,0.0,212.0,0.0
2043,2043,2018-12-24,3901,0.0,63.3,49.2,0.1,226.0,0.0
2044,2044,2018-12-25,3963,0.0,67.2,51.0,-0.2,247.0,0.0
2045,2045,2018-12-26,3927,0.0,64.8,48.1,0.0,196.0,0.0
2046,2046,2018-12-27,3900,0.0,64.6,48.9,-0.2,257.0,0.0
2047,2047,2018-12-28,4057,0.0,69.6,51.4,0.8,296.0,0.0
2048,2048,2018-12-29,4396,0.0,73.2,53.8,1.0,329.0,0.0
2049,2049,2018-12-30,4170,0.0,69.3,50.8,0.2,248.0,0.0
2050,2050,2018-12-31,4120,0.0,66.5,50.0,-0.2,125.0,0.0
2051,2051,2019-01-01,4292,0.0,69.0,54.1,-0.9,203.0,0.0
2052,2052,2019-02-01,4336,0.0,69.6,52.3,-0.4,182.0,0.0
2053,2053,2019-03-01,4183,0.0,69.0,51.5,-0.9,235.0,0.0
2054,2054,2019-04-01,4241,0.0,68.3,53.4,0.5,269.0,0.0
2055,2055,2019-05-01,4413,0.0,73.9,55.8,2.1,386.0,0.0
2056,2056,2019-06-01,4093,0.0,68.2,51.8,-0.4,231.0,0.0
2057,2057,2019-07-01,3922,0.0,64.9,48.6,-0.4,362.0,0.0
2058,2058,2019-08-01,4212,0.0,71.0,54.0,0.6,279.0,0.0
2059,2059,2019-09-01,4167,0.0,68.7,53.1,-0.2,229.0,0.0
2060,2060,2019-10-01,4234,0.0,71.1,53.2,0.6,274.0,0.0
2061,2061,2019-11-01,4194,0.0,71.0,50.0,0.1,188.0,0.0
2062,2062,2019-12-01,4336,0.0,71.4,53.2,-0.3,238.0,0.0
2063,2063,2019-01-13,4104,0.0,67.7,52.0,-0.8,183.0,0.0
2064,2064,2019-01-14,3975,0.0,65.4,49.5,-0.9,225.0,0.0
2065,2065,2019-01-15,4222,0.0,68.9,53.7,-0.5,213.0,0.0
2066,2066,2019-01-16,4256,0.0,72.2,55.7,0.0,367.0,0.0
2067,2067,2019-01-17,4254,0.0,72.3,55.7,0.1,267.0,0.0
2068,2068,2019-01-18,4120,0.0,72.2,56.1,-0.5,227.0,0.0
2069,2069,2019-01-19,4248,0.0,73.9,55.9,0.5,246.0,0.0
2070,2070,2019-01-20,4008,0.0,66.2,51.4,-1.0,246.0,0.0
2071,2071,2019-01-21,4064,0.0,64.6,49.3,-1.8,102.0,0.0
2072,2072,2019-01-22,3907,0.0,67.9,53.0,-0.9,188.0,0.0
2073,2073,2019-01-23,3851,0.0,67.7,52.6,-1.5,202.0,0.0
2074,2074,2019-01-24,4147,0.0,70.8,55.1,-0.7,213.0,0.0
2075,2075,2019-01-25,3984,0.0,70.4,55.7,-0.3,209.0,0.0
2076,2076,2019-01-26,4145,0.0,72.5,52.5,0.7,422.0,0.0
2077,2077,2019-01-27,3474,0.0,58.6,43.2,-1.1,159.0,0.0
2078,2078,2019-01-28,4013,0.0,63.7,50.5,-1.0,196.0,0.0
2079,2079,2019-01-29,4179,0.0,71.8,56.3,-0.7,175.0,0.0
2080,2080,2019-01-30,4197,0.0,71.7,56.1,-1.1,126.0,0.0
2081,2081,2019-01-31,4295,0.0,72.7,58.2,-0.8,173.0,0.0
2082,2082,2019-01-02,4141,0.0,71.6,58.4,-1.9,134.0,0.0
2083,2083,2019-02-02,4284,0.0,71.3,57.6,1.3,310.0,0.0
2084,2084,2019-03-02,4110,0.0,69.2,58.7,0.0,317.0,0.0
2085,2085,2019-04-02,4194,0.0,67.0,57.7,-1.0,229.0,0.0
2086,2086,2019-05-02,4197,0.0,69.1,64.3,-0.3,205.0,0.0
2087,2087,2019-06-02,4059,0.0,69.4,64.2,0.0,262.0,0.0
2088,2088,2019-07-02,4097,0.0,69.1,63.4,0.3,326.0,0.0
2089,2089,2019-08-02,4013,0.0,68.7,63.4,-0.2,228.0,0.0
2090,2090,2019-09-02,4172,0.0,70.0,64.9,-0.5,244.0,0.0
2091,2091,2019-10-02,4008,0.0,65.8,61.5,-1.5,202.0,0.0
2092,2092,2019-11-02,3973,0.0,63.1,59.5,-1.2,212.0,0.0
2093,2093,2019-12-02,3902,0.0,66.8,61.3,-0.9,202.0,0.0
2094,2094,2019-02-13,3945,0.0,67.1,60.2,-0.2,256.0,0.0
2095,2095,2019-02-14,3933,0.0,66.5,57.7,-1.2,169.0,0.0
2096,2096,2019-02-15,3867,0.0,67.0,54.8,-1.0,204.0,0.0
2097,2097,2019-02-16,4049,0.0,68.5,55.2,-0.4,249.0,0.1
2098,2098,2019-02-17,3835,0.0,64.9,56.8,-0.8,194.0,0.0
2099,2099,2019-02-18,3975,0.0,61.6,53.8,-1.2,217.0,0.0
2100,2100,2019-02-19,3798,0.0,64.2,55.6,-1.1,122.0,0.0
2101,2101,2019-02-20,3904,0.0,65.0,56.0,-1.2,137.0,0.0
2102,2102,2019-02-21,3818,0.0,65.3,57.5,-0.2,237.0,0.0
2103,2103,2019-02-22,3819,0.0,65.0,61.1,-1.4,140.0,0.0
2104,2104,2019-02-23,3825,0.0,65.6,58.5,-1.1,157.0,0.0
2105,2105,2019-02-24,3634,0.0,61.1,55.4,-1.7,119.0,0.0
2106,2106,2019-02-25,3681,0.0,59.2,51.2,-1.6,161.0,0.0
2107,2107,2019-02-26,3597,0.0,61.4,58.1,-0.7,158.0,0.0
2108,2108,2019-02-27,3713,0.0,64.1,55.3,0.0,271.0,0.0
2109,2109,2019-02-28,3844,0.0,66.1,58.6,-0.6,237.0,0.0
2110,2110,2019-01-03,3824,0.0,64.1,61.2,-1.0,179.0,0.0
2111,2111,2019-02-03,3952,0.0,65.4,60.7,-0.5,348.0,0.1
2112,2112,2019-03-03,3695,0.0,63.0,58.6,-0.9,192.0,0.0
2113,2113,2019-04-03,3743,0.0,60.2,55.2,-1.6,196.0,0.1
2114,2114,2019-05-03,3943,0.0,62.0,58.4,-1.6,215.0,0.0
2115,2115,2019-06-03,3668,0.0,63.2,58.3,-1.6,129.0,0.0
2116,2116,2019-07-03,3792,0.0,63.8,57.8,-0.4,204.0,0.0
2117,2117,2019-08-03,3602,0.0,63.3,57.5,-0.8,159.0,0.0
2118,2118,2019-09-03,3791,0.0,64.0,58.7,-0.5,188.0,0.0
2119,2119,2019-10-03,3440,0.0,59.8,54.6,-1.3,172.0,0.0
2120,2120,2019-11-03,3434,0.0,58.1,52.0,-1.0,138.0,0.0
2121,2121,2019-12-03,3529,0.0,61.2,55.6,-1.6,202.0,0.0
2122,2122,2019-03-13,3394,0.0,61.4,56.0,-1.7,154.0,0.0
2123,2123,2019-03-14,3557,0.0,62.2,56.3,-0.8,189.0,0.0
2124,2124,2019-03-15,3581,0.0,61.4,55.5,-1.4,475.0,0.0
2125,2125,2019-03-16,3745,0.0,64.2,54.0,-0.6,194.0,0.0
2126,2126,2019-03-17,3440,0.0,59.4,47.6,-0.2,183.0,0.0
2127,2127,2019-03-18,3378,0.0,57.5,45.1,-0.2,171.0,0.0
2128,2128,2019-03-19,3387,0.0,61.6,39.8,-1.2,209.0,0.0
2129,2129,2019-03-20,3445,0.0,61.7,45.4,-1.2,113.0,0.0
2130,2130,2019-03-21,3505,0.0,60.1,44.5,-0.8,217.0,0.0
2131,2131,2019-03-22,2278,0.0,46.1,40.8,-0.1,197.0,0.0
2132,2132,2019-03-23,3027,0.0,54.4,45.6,-0.9,186.0,0.0
2133,2133,2019-03-24,3071,0.0,57.9,45.8,0.0,227.0,0.0
2134,2134,2019-03-25,3114,0.0,58.2,46.9,-0.1,236.0,0.0
2135,2135,2019-03-26,3273,0.0,61.7,55.7,-0.9,120.0,0.0
2136,2136,2019-03-27,3370,0.0,64.3,55.4,-0.5,164.0,0.0
2137,2137,2019-03-28,3409,0.0,65.9,54.2,-0.4,159.0,0.0
2138,2138,2019-03-29,3456,0.0,67.4,59.7,0.4,317.0,0.0
2139,2139,2019-03-30,3706,0.0,71.8,68.3,0.5,184.0,0.1
2140,2140,2019-03-31,3602,0.0,73.9,70.6,0.2,183.0,0.0
2141,2141,2019-01-04,3238,0.0,69.1,68.6,-1.6,99.0,0.0
2142,2142,2019-02-04,3505,0.0,72.0,69.7,-1.3,135.0,0.0
2143,2143,2019-03-04,3598,0.0,75.0,64.3,-2.1,237.0,0.0
2144,2144,2019-04-04,3741,0.0,77.3,62.9,-1.5,90.0,0.0
2145,2145,2019-05-04,4023,0.0,81.3,66.6,-1.1,103.0,0.0
2146,2146,2019-06-04,4218,0.0,85.6,70.0,-1.5,143.0,0.0
2147,2147,2019-07-04,3876,0.0,83.9,69.3,-1.7,110.0,0.0
2148,2148,2019-08-04,3902,0.0,83.6,69.3,-1.3,83.0,0.0
2149,2149,2019-09-04,4119,0.0,85.6,70.1,-0.9,87.0,0.0
2150,2150,2019-10-04,4229,0.0,86.9,72.0,-0.5,138.0,0.0
2151,2151,2019-11-04,4304,0.0,91.0,75.7,-0.6,148.0,0.0
2152,2152,2019-12-04,4613,0.0,94.4,79.1,-1.2,83.0,0.2
2153,2153,2019-04-13,4507,0.0,94.8,78.8,-2.4,132.0,0.0
2154,2154,2019-04-14,4134,0.0,90.0,73.8,-0.8,168.0,0.0
2155,2155,2019-04-15,4163,0.0,85.5,71.1,-0.5,137.0,0.0
2156,2156,2019-04-16,4738,0.0,97.2,80.1,0.4,154.0,0.1
2157,2157,2019-04-17,4472,0.0,89.2,75.2,-1.8,145.0,0.1
2158,2158,2019-04-18,3644,0.0,73.7,62.2,-3.1,15.0,0.0
2159,2159,2019-04-19,3671,0.0,74.4,63.8,-0.6,104.0,0.0
2160,2160,2019-04-20,3638,0.0,75.2,66.0,-1.6,88.0,0.0
2161,2161,2019-04-21,3696,0.0,78.7,65.6,-1.5,98.0,0.0
2162,2162,2019-04-22,3843,0.0,79.2,64.2,-0.7,81.0,0.0
2163,2163,2019-04-23,4525,0.0,91.9,77.2,-0.7,121.0,0.0
2164,2164,2019-04-24,4802,0.0,99.3,80.6,-0.7,165.0,0.0
2165,2165,2019-04-25,5243,0.0,106.7,89.6,-0.5,114.0,0.0
2166,2166,2019-04-26,5468,0.0,111.4,94.1,0.3,216.0,0.0
2167,2167,2019-04-27,5270,0.0,109.7,93.2,-1.6,159.0,0.0
2168,2168,2019-04-28,4947,0.0,103.2,89.6,-2.7,78.0,0.0
2169,2169,2019-04-29,4886,0.0,98.7,85.6,-2.6,58.0,0.0
2170,2170,2019-04-30,5334,0.0,109.3,94.3,-1.0,190.0,0.0
2171,2171,2019-01-05,5634,0.0,111.9,97.3,-1.2,97.0,0.0
2172,2172,2019-02-05,5608,0.0,114.2,97.3,-0.9,143.0,0.0
2173,2173,2019-03-05,5715,0.0,112.7,94.1,-0.9,177.0,0.0
2174,2174,2019-04-05,5284,0.0,105.0,89.7,-0.6,225.0,0.1
2175,2175,2019-05-05,4836,0.0,100.5,85.6,-1.0,217.0,0.0
2176,2176,2019-06-05,4903,0.0,96.4,80.7,-0.3,170.0,0.0
2177,2177,2019-07-05,5209,0.0,106.7,91.3,-1.2,221.0,0.0
2178,2178,2019-08-05,5419,0.0,110.7,94.6,-1.1,187.0,0.0
2179,2179,2019-09-05,5598,0.0,114.5,96.7,-0.2,261.0,0.0
2180,2180,2019-10-05,5760,0.0,117.0,100.0,-1.0,160.0,0.020362053162236483
2181,2181,2019-11-05,5792,0.0,117.5,100.9,-1.5,152.0,0.1
2182,2182,2019-12-05,5439,0.0,110.5,93.8,-0.1,198.0,0.0
2183,2183,2019-05-13,5438,0.0,99.6,83.0,-0.6,152.0,0.0
2184,2184,2019-05-14,5482,0.0,110.5,93.1,-0.4,180.0,0.1
2185,2185,2019-05-16,5172,0.0,102.7,90.8,-1.0,145.0,0.0
2186,2186,2019-05-17,4904,0.0,101.8,92.8,-1.2,99.0,0.0
2187,2187,2019-05-18,4855,0.0,100.9,89.9,0.0,219.0,0.1
2188,2188,2019-05-19,4199,0.0,88.4,80.8,-0.1,242.0,0.0
2189,2189,2019-05-20,4493,0.0,89.8,80.6,0.4,183.0,0.0
2190,2190,2019-05-21,5165,0.0,102.8,90.6,-0.5,161.0,0.0
2191,2191,2019-05-22,5416,0.0,110.8,94.5,-0.8,171.0,0.0
2192,2192,2019-05-23,5527,0.0,114.0,97.0,-0.2,266.0,0.1
2193,2193,2019-05-24,5642,0.0,114.5,97.0,0.6,285.0,0.0
2194,2194,2019-05-25,5052,0.0,105.5,89.4,-0.2,240.0,0.0
2195,2195,2019-05-26,5037,0.0,109.2,85.9,0.0,177.0,0.0
2196,2196,2019-05-27,5097,0.0,99.9,82.7,0.3,213.0,0.0
2197,2197,2019-05-28,5499,0.0,111.8,95.8,0.4,303.0,0.1
2198,2198,2019-05-29,5701,0.0,114.9,99.0,-1.0,156.0,0.0
2199,2199,2019-05-30,5966,0.0,121.6,102.4,0.5,290.0,0.0
2200,2200,2019-05-31,6207,0.0,128.1,106.5,0.7,290.0,0.1
2201,2201,2019-01-06,6371,0.0,131.6,110.7,-0.3,255.0,0.0
2202,2202,2019-02-06,6386,0.0,132.2,110.2,1.4,284.0,0.1
2203,2203,2019-03-06,6507,0.0,132.7,111.8,0.0,249.0,0.0
2204,2204,2019-04-06,6526,0.0,135.5,116.2,-1.5,204.0,0.0
2205,2205,2019-05-06,6479,0.0,131.8,112.0,-0.5,218.0,0.1
2206,2206,2019-06-06,6401,0.0,131.2,110.5,-0.2,213.0,0.0
2207,2207,2019-07-06,6591,0.0,134.4,113.3,0.4,286.0,0.0
2208,2208,2019-08-06,6400,0.0,129.2,109.0,-1.8,151.0,0.1
2209,2209,2019-09-06,6367,0.0,129.0,108.9,-0.5,195.0,0.0
2210,2210,2019-10-06,6293,0.0,123.8,105.2,-0.9,225.0,0.4
2211,2211,2019-11-06,6602,0.0,136.7,114.8,0.1,303.0,0.2
2212,2212,2019-12-06,6711,0.0,139.1,116.8,0.7,300.0,0.1
2213,2213,2019-06-13,6795,0.0,135.2,113.7,0.5,290.0,0.2
2214,2214,2019-06-14,6731,0.0,136.1,114.7,-0.4,207.0,0.0
2215,2215,2019-06-15,6537,0.0,134.7,114.7,-2.1,118.0,0.1
2216,2216,2019-06-16,6515,0.0,130.7,109.6,-0.8,194.0,0.0
2217,2217,2019-06-17,6389,0.0,117.9,97.0,0.2,283.0,0.0
2218,2218,2019-06-18,5920,0.0,114.8,96.6,-1.4,149.0,0.0
2219,2219,2019-06-19,4989,0.0,99.3,83.7,-1.8,113.0,0.0
2220,2220,2019-06-20,5172,0.0,106.4,86.7,1.0,266.0,0.0
2221,2221,2019-06-21,5532,0.0,112.0,92.0,0.1,214.0,0.0
2222,2222,2019-06-22,5889,0.0,122.7,101.9,1.2,237.0,0.0
2223,2223,2019-06-23,5910,0.0,118.5,98.7,0.2,394.0,0.0
2224,2224,2019-06-24,6113,0.0,121.0,100.6,0.6,400.0,0.1
2225,2225,2019-06-25,5876,0.0,123.2,101.0,1.1,443.0,0.0
2226,2226,2019-06-26,6393,0.0,126.1,104.2,1.5,252.0,0.1
2227,2227,2019-06-27,6553,0.0,135.1,114.5,-0.3,245.0,0.0
2228,2228,2019-06-28,6469,0.0,135.2,113.7,0.1,228.0,0.1
2229,2229,2019-06-29,6567,0.0,133.5,114.5,-0.7,296.0,0.1
2230,2230,2019-06-30,6664,0.0,136.7,114.7,0.7,227.0,0.0
2231,2231,2019-01-07,6623,0.0,136.0,114.4,-0.1,320.0,0.1
2232,2232,2019-02-07,7135,0.0,145.2,122.0,0.9,313.0,0.1
2233,2233,2019-03-07,7254,0.0,147.1,123.0,0.5,364.0,0.0
2234,2234,2019-04-07,6977,0.0,145.3,123.2,-0.2,272.0,0.2
2235,2235,2019-05-07,6877,0.0,139.2,115.2,0.2,330.0,0.1
2236,2236,2019-06-07,6118,0.0,126.4,107.0,-0.6,267.0,0.0
2237,2237,2019-07-07,5908,0.0,122.3,102.5,0.3,214.0,0.0
2238,2238,2019-08-07,6192,0.0,119.6,99.7,-0.5,179.0,0.0
2239,2239,2019-09-07,6305,0.0,130.2,109.6,0.5,317.0,0.0
2240,2240,2019-10-07,6172,0.0,113.4,103.9,-0.1,193.0,0.0
2241,2241,2019-11-07,6570,0.0,127.8,108.4,1.1,208.0,0.0
2242,2242,2019-12-07,6826,0.0,135.5,113.4,1.4,275.0,0.1
2243,2243,2019-07-13,6744,0.0,137.8,116.2,-0.6,170.0,0.0
2244,2244,2019-07-14,6643,0.0,132.5,111.5,0.1,222.0,0.0
2245,2245,2019-07-15,6486,0.0,125.5,106.1,-0.1,250.0,5.3
2246,2246,2019-07-16,5965,0.0,118.5,100.1,-1.9,121.0,0.0
2247,2247,2019-07-17,5001,0.0,108.0,89.8,-1.1,134.0,0.0
2248,2248,2019-07-18,4826,0.0,91.6,85.8,-0.7,138.0,0.0
2249,2249,2019-07-19,4656,0.0,100.6,85.1,-1.3,151.0,0.0
2250,2250,2019-07-20,5699,0.0,108.6,92.1,0.3,177.0,0.1
2251,2251,2019-07-21,5508,0.0,111.1,95.0,-0.3,170.0,0.0
2252,2252,2019-07-22,5184,0.0,105.6,89.1,0.0,174.0,0.0
2253,2253,2019-07-23,5767,0.0,116.6,100.0,-0.5,196.0,0.0
2254,2254,2019-07-24,6444,0.0,129.0,110.4,1.5,356.0,0.0
2255,2255,2019-07-25,6535,0.0,130.4,113.1,-0.9,143.0,0.0
2256,2256,2019-07-26,5632,0.0,115.2,97.7,-1.9,68.0,0.2
2257,2257,2019-07-27,5100,0.0,109.3,92.2,-0.2,197.0,0.0
2258,2258,2019-07-28,4666,0.0,100.7,84.6,-0.1,132.0,0.0
2259,2259,2019-07-29,5048,0.0,98.9,83.1,-0.7,132.0,0.0
2260,2260,2019-07-30,5548,0.0,111.8,95.7,-0.3,165.0,0.0
2261,2261,2019-07-31,5644,0.0,115.6,99.6,-0.1,168.0,0.0
2262,2262,2019-01-08,5748,0.0,117.9,100.9,0.2,159.0,0.1
2263,2263,2019-02-08,5918,0.0,121.9,104.4,0.4,152.0,0.0
2264,2264,2019-03-08,5790,0.0,121.7,104.3,-0.1,180.0,0.0
2265,2265,2019-04-08,5444,0.0,112.2,94.2,0.9,322.0,0.0
2266,2266,2019-05-08,5526,0.0,108.0,91.8,1.0,187.0,0.0
2267,2267,2019-06-08,5992,0.0,121.6,100.4,2.7,361.0,0.1
2268,2268,2019-07-08,5696,0.0,111.8,91.9,0.3,228.0,0.0
2269,2269,2019-08-08,5490,0.0,110.4,95.8,-1.0,134.0,0.0
2270,2270,2019-09-08,6090,0.0,121.3,100.8,1.7,650.0,0.1
2271,2271,2019-10-08,5873,0.0,119.7,99.9,-0.5,674.0,0.0
2272,2272,2019-11-08,5408,0.0,112.4,95.8,0.7,282.0,0.0
2273,2273,2019-12-08,5749,0.0,111.8,97.3,1.2,260.0,0.0
2274,2274,2019-08-13,5673,0.0,115.5,99.3,0.8,215.0,0.0
2275,2275,2019-08-14,5587,0.0,117.8,101.7,-0.2,159.0,0.0
2276,2276,2019-08-15,5425,0.0,113.9,97.3,-0.5,127.0,0.0
2277,2277,2019-08-16,5331,0.0,98.7,82.8,-0.9,123.0,0.2
2278,2278,2019-08-17,5073,0.0,107.7,91.5,-0.9,143.0,0.0
2279,2279,2019-08-18,4917,0.0,99.2,83.8,-1.2,161.0,0.0
2280,2280,2019-08-19,4408,0.0,89.1,73.5,-0.8,147.0,0.1
2281,2281,2019-08-20,5175,0.0,103.8,87.0,-0.3,91.0,0.0
2282,2282,2019-08-21,5353,0.0,110.9,95.2,-0.4,130.0,0.0
2283,2283,2019-08-22,5786,0.0,117.8,100.8,-0.9,147.0,0.1
2284,2284,2019-08-23,5509,0.0,115.7,100.4,-2.0,121.0,0.0
2285,2285,2019-08-24,5783,0.0,117.0,101.5,-1.3,113.0,0.0
2286,2286,2019-08-25,5616,0.0,110.1,93.4,-0.6,147.0,0.0
2287,2287,2019-08-26,4836,0.0,102.1,87.0,-1.9,275.0,0.0
2288,2288,2019-08-27,5612,0.0,111.7,95.6,-1.3,64.0,0.0
2289,2289,2019-08-28,6058,0.0,121.6,101.0,0.8,280.0,0.0
2290,2290,2019-08-29,6254,0.0,128.0,106.4,0.1,194.0,0.0
2291,2291,2019-08-30,6363,0.0,132.7,109.8,0.1,256.0,0.1
2292,2292,2019-08-31,6391,0.0,132.6,109.1,0.0,210.0,0.0
2293,2293,2019-01-09,6226,0.0,129.7,104.4,1.1,394.0,0.1
2294,2294,2019-02-09,6097,0.0,113.9,89.1,-0.7,292.0,0.0
2295,2295,2019-03-09,6153,0.0,122.8,98.0,0.0,201.0,0.0
2296,2296,2019-04-09,6323,0.0,129.2,99.9,-0.2,348.0,0.0
2297,2297,2019-05-09,6251,0.0,130.3,100.8,0.1,135.0,0.0
2298,2298,2019-06-09,6155,0.0,128.7,106.2,-0.6,154.0,0.0
2299,2299,2019-07-09,6134,0.0,128.5,106.7,-0.4,147.0,0.0
2300,2300,2019-08-09,5838,0.0,122.2,101.5,-0.6,188.0,0.0
2301,2301,2019-09-09,6018,0.0,116.7,93.9,0.0,144.0,0.0
2302,2302,2019-10-09,6231,0.0,128.5,103.7,0.8,221.0,0.0
